시설물분류(대),시설물분류(중),시설물분류(소),공종분류(대),공종분류(중),위험발생객체분류(대),위험발생객체분류(중),위험발생위치분류(대),위험발생위치코드(중),위험발생위치분류(중),위험발생위치분류(소),작업프로세스명,물적피해,인적피해,사고원인,사고가능성,사고심각성,설계단계,시공단계
토목,도로,도로,토목,교량공사,가시설,비계,외부,10,비계,하부(아래),설치작업,붕괴,떨어짐(분류불능),조립기준 미준수,M(3),M(3),조립기준 준수(무너짐 및 작업자 떨어짐에 대한 위험요소 개선),조립도에 따른 시스템 비계 설치
토목,도로,도로,토목,교량공사,건설자재,철근,외부,24,철근,상부(위),조립작업,없음,찔림,철근 안전캡 미설치,M(2),M(2),철근 안전캡 시공으로 근로자 찔림위험 제거,수직철근 시공 시 철근의 전도방지 조치 (철근 사보강 시행)
토목,도로,도로,토목,교량공사,부재,거더,외부,19,거더,상부(위),용접작업,화재,화재,가연성 물질에 불꽃 비산,M(3),M(3),작업현장 내 인화물질 제거 및 소화설비 비치,화기작업 대장작성 및 관리책임자 선임
토목,도로,도로,토목,교량공사,가시설,거푸집,외부,2,거푸집,옆,타설작업,붕괴,깔림,구조 안정성 미검토,M(2),H(4),벽체 거푸집 구조안정성 검토(구조계산서 작성),"콘크리트 타설 시 속도 및 긴결상태, 거푸집 변위 여부 확인 철저"
토목,도로,도로,토목,교량공사,건설기계,콘크리트펌프,외부,203,콘크리트펌프,하부(아래),타설작업,없음,부딪힘,지반침하,M(2),M(3),충분한 강도와 접지면을 확보한 철판을 지면에 깔고 그 위에 장비 설치,콘크리트 타설 호스 연결고리 분리작업 시 호스요동 주의
토목,도로,도로,토목,교량공사,가시설,시스템동바리,외부,15,시스템동바리,하부(아래),설치작업,붕괴,깔림,구조 안정성 미검토,M(3),M(3),구조안정성 검토(구조계산서 작성),"재사용 가설기자재 검수방법, 품질관리 철저"
토목,도로,도로,토목,교량공사,가시설,거푸집,외부,2,거푸집,상부(위),설치작업,"파열,파단",떨어짐(분류불능),라운드 발판 탈락,M(3),M(3),"라운드 발판 연결부(수평, 수직 조인트 볼트) 견고히 체결 및 하부 앙카 클램프 설치",거푸집 해체시 안전수칙 준수
토목,도로,도로,토목,교량공사,가시설,가설계단,외부,113,가설계단,하부(아래),설치작업,붕괴,떨어짐(분류불능),지지불량,M(2),H(4),"하부 전도방지 조치 및 벽이음 설치, 하부 외부인 출입금지",워킹타워 수직보호망 및 안전표지판 설치
토목,도로,도로,토목,교량공사,부재,거더,외부,19,거더,앞,설치작업,충돌,물체에 맞음,강선반발,M(3),M(3),"작업시 외부인 출입 통제, 긴장후면 작업자 배제",긴장 측면에서 인장작업
토목,도로,도로,토목,교량공사,부재,거더,외부,19,거더,하부(아래),운반작업,"파열,파단",깔림,고정상태 불량,M(3),M(3),"편하중 방지 및 전도방지 (충분한 길이의 받침목 사용, 낙하방지 위한 견고한 로프묶음)",트레일러 사용전 시험운행을 통한 이동경로 확인
토목,도로,도로,토목,교량공사,부재,교대 기초,외부,60,교대 기초,상부(위),설치작업,없음,떨어짐(분류불능),추락방지조치 미흡,M(3),M(3),안전난간 설치로 교좌장치 시공시 협소에 따른 추락사고 예방(지상조립 및 크레인 거치),지상에서 조립 가능한 부재는 사전 조립(고소작업 최소화)
토목,도로,도로,토목,교량공사,부재,기성말뚝,외부,50,기성말뚝,상부(위),설치작업,붕괴,떨어짐(분류불능),구조안정성 미확보,M(2),H(4),가교 설계시 제반 여건을 고려한 구조검토 실시,시공전 지반여건 등 변동사항 체크하여 시공 상세도면 작성
토목,도로,도로,토목,교량공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),바닥,양중작업,전도,깔림,지지력 미확보,M(3),M(3),아웃트리거 하부 철판 설치(지반침하로 인한 장비전도 방지),충분한 지지력이 확보된 견고한 지반에서 거치
토목,도로,도로,토목,교량공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),상부(위),양중작업,전도,깔림,양중능력 초과,M(3),M(3),"크레인 제원, 작업 반경에 따른 양중능력 검토","총 하중에 관한 최소 요구 허용지지력, 와이어, 인양고리 점검"
토목,도로,도로,토목,교량공사,부재,거더,외부,19,거더,상부(위),거치작업,전도,떨어짐(분류불능),고정상태 불량,M(3),M(3),거더 전도방지 시설 설계도서 반영 및 현장 안전조치사항 명기,한경간의 거더 설치완료 후 낙하 및 추락방지망 설치
토목,도로,도로,토목,교량공사,부재,슬래브,외부,5,슬래브,상부(위),타설작업,붕괴,떨어짐(분류불능),추락방지조치 미흡,M(3),H(4),낙하물 및 작업자 추락으로부터 보호하기 위한 안전방망 설치,데크 설치 시 양단 걸침길이 확보
토목,도로,도로,토목,해체 및 철거공사,기타,비산물,외부,141,비산물,바닥,해체작업,없음,물체에 맞음,방호시설 미비,M(3),M(2),방호설비 설치 및 출입금지구역 설정,신호수의 통제준수
토목,도로,도로,토목,교량공사,건설자재,와이어로프,외부,226,와이어로프,상부(위),양중작업,"파열,파단",깔림,안전조치 미흡,M(3),M(3),"중량물 달기 안전조치(후크 해지장치, 신호수 배치, 관계자 외 출입금지 등)",인양시 편심으로 인한 끼임사고발생 방지
토목,도로,도로,토목,토공사,시설물,옹벽,외부,16,옹벽,상부(위),고소작업,없음,떨어짐(분류불능),추락방지 조치 미흡,M(3),M(3),"추락방지시설 설치(쌍줄비계를 이용한 안전난간 설치, 설계반영)",장비의 중량 등을 고려한 접근한계 설정 및 준수
토목,도로,도로,토목,관공사,부재,배관,외부,214,배관,하부(아래),상차 및 하역작업,"파열,파단",깔림,구름방지용 받침목 미설치,M(2),M(3),구름방지용 받침목 설치 및 적정높이(1.2m 이하)로 적재,작업구역 출입금지 조치
토목,도로,도로,토목,도로 및 포장공사,건설기계,롤러,외부,122,롤러,뒤,부설 및 다짐작업,충돌,부딪힘,경보장치 미흡,M(3),M(2),"후진경보기 설치 및 안전요원 배치, 작업반경내 접근금지",포장장비 후진시 후방경계 강화
토목,도로,도로,토목,도로 및 포장공사,기타,차량,외부,98,차량,옆,부설 및 다짐작업,충돌,부딪힘,교통처리 미흡,M(3),M(3),단계별 교통처리계획 수립 및 안전시설물 설치,"예상가능한 안전사고 발생지점 및 민원 등 사전파악, 조치"
토목,도로,도로,토목,교량공사,부재,슬래브,외부,5,슬래브,하부(아래),타설작업,붕괴,떨어짐(분류불능),구조검토 미흡,M(3),H(4),구조검토를 통해 자중 및 작업하중을 견딜 수 있는 받침 설치방법 결정,캔틸레버부 단부에서의 떨어짐 방지 안전난간 설치
토목,상하수도,하수도,토목,토공사,토사 및 암반,굴착사면,내부,217,굴착사면,지하,굴착작업,붕괴,깔림,우수 및 지하수 유입으로 붕괴위험,M(3),M(3),배수계획 수립,가설전기 사용에 대한 안전관리계획 수립
토목,상하수도,하수도,토목,토공사,토사 및 암반,굴착사면,내부,217,굴착사면,상부(위),굴착작업,없음,떨어짐(분류불능),굴착단부 작업 중 근로자 추락위험,M(3),M(3),굴착단부 안전난간 설치계획 수립,안전난간 설치기준 준수하여 설치
토목,상하수도,하수도,토목,가설공사,가시설,강관동바리,내부,11,강관동바리,상부(위),타설작업,붕괴,깔림,동바리 설치불량으로 타설중 붕괴위험,M(3),M(4),강관동바리 구조검토 및 조립도 작성,강관동바리 안전점검계획 수립필요(정기안전점검 포함)
토목,상하수도,하수도,토목,가설공사,가시설,비계,외벽,10,비계,상부(위),형틀 및 목공,붕괴,떨어짐(분류불능),비계 설치불량으로 인한 붕괴위험,M(2),M(4),강관비계 조립도 작성,비계 설치기준 및 안전관리기준 준수
토목,상하수도,하수도,토목,철근콘크리트공사,기타,유증기,내부,228,유증기,옆,마감작업,없음,질식,밀폐공간 내 마감작업 중 근로자 질식위험,M(2),M(4),밀폐공간 안전작업 계획도 작성,산소 및 유해가스 농도 측정계획 수립
토목,상하수도,하수도,토목,토공사,건설기계,기중기(이동식크레인 등),내부,202,기중기(이동식크레인 등),상부(위),인양작업,전도,물체에 맞음,자재 인양 중 낙하 및 장비 전도위험,M(2),M(4),"줄걸이작업, 이동식크레인 안전관리계획 제시","시공 전 인양계획(무게, 크레인위치 등) 수립하여 자재 인양"
토목,상하수도,하수도,토목,가설공사,가시설,흙막이가시설,내부,3,흙막이가시설,지하,굴착작업,붕괴,깔림,흙막이 구조검토 미실시로 인한 붕괴,M(3),M(4),흙막이가시설에 대한 구조안전성 확인,흙막이가시설에 대한 구조안전성 확인
토목,상하수도,하수도,토목,토공사,가시설,흙막이가시설,내부,3,흙막이가시설,지하,굴착작업,붕괴,깔림,설치.해체 순서 미준수로 인한 붕괴위험,M(3),M(4),"흙막이 설치, 해체 순서도 작성",작업반경 내 근로자 출입금지계획 수립
토목,상하수도,하수도,토목,토공사,기타,지하매설물,내부,46,지하매설물,지하,설치작업,"파열,파단",깔림,지장물 간섭되어 흙막이 설치 불량,M(2),M(4),지장물 간섭구간 흙막이 설치 상세도 작성,유관기관 입회하에 작업 진행
토목,상하수도,하수도,토목,철근콘크리트공사,부재,개구부,내부,67,개구부,상부(위),형틀 및 목공,없음,떨어짐(분류불능),개구부 안전조치 미흡으로 추락위험,M(3),M(4),개구부 안전조치 계획도 작성,안전시설물 유지관리계획 수립
토목,상하수도,하수도,토목,토공사,건설기계,굴착기,내부,117,굴착기,옆,굴착작업,없음,부딪힘,건설장비 사용 중 근로자 충돌위험,M(3),M(3),건설장비 사용에 대한 안전관리계획 수립,신호수 배치계획 및 안전교육 계획 수립
토목,상하수도,하수도,토목,토공사,건설공구,사다리,내부,29,사다리,지하,굴착작업,없음,떨어짐(분류불능),이동통로 설치미흡으로 근로자 추락위험,M(2),M(4),이동통로 설치계획 수립,이동통로 설치기준 준수하여 설치
토목,상하수도,하수도,토목,철근콘크리트공사,건설자재,철근,내부,24,철근,옆,설치작업,없음,찔림,"연직철근에 찔림, 발빠짐, 철근전도로 인한 재해위험",M(3),M(3),철근 전도방지 상세도 및 안전관리계획도 작성,철근배근 작업 시 근로자 전도방지를 위해 작업발판 설치계획 수립
토목,상하수도,하수도,토목,철근콘크리트공사,기타,비산물,내부,141,비산물,옆,용접작업,화재,기타,불티비산으로 인한 화재위험,M(2),M(4),화기작업 안전관리계획 수립,화기감시자 배치계획 수립
토목,상하수도,하수도,토목,토공사,기타,차량,인접주변,98,차량,옆,굴착작업,"파열,파단",기타,교통처리계획 미흡으로 교통사고위험,M(2),M(4),교통처리계획 수립,야간작업 시 방호벽 및 윙카 설치계획 수립
토목,상하수도,하수도,토목,도로 및 포장공사,건설기계,아스팔트피니셔,내부,130,아스팔트피니셔,옆,마감작업,없음,깔림,포장작업 위한 건설기계 사용 중 근로자 재해위험,M(3),M(4),도로포장 건설장비 사용작업에 대한 안전관리계획도 작성,건설장비 사용 작업 구획 설정 및 신호수 배치 계획 수립 필요
산업환경설비,환경시설,하수처리시설,산업설비,산업설비공사,토사 및 암반,굴착사면,내부,217,굴착사면,옆,굴착작업,붕괴,깔림,굴착 단부에 굴착토 과재하,M(3),M(3),우천시 굴착사면 보호 및 굴착토 적치기준 준수,
산업환경설비,환경시설,하수처리시설,산업설비,산업설비공사,가시설,가설계단,내부,113,가설계단,지하,이동,"파열,파단",넘어짐(기타),"발판, 지지대 등 설치 불량",M(3),M(3),"가설계단, 안전난간 등의 설치기준을 설계도서에 제시 (철재)",
산업환경설비,환경시설,하수처리시설,산업설비,산업설비공사,기타,지하매설물,외부,46,지하매설물,지하,굴착작업,"파열,파단",없음,지장물 보호 조치 미실시,M(3),M(3),지장물 보호공 상세도면 제시,
산업환경설비,환경시설,하수처리시설,산업설비,산업설비공사,건설기계,굴착기,외부,117,굴착기,앞,매설작업,없음,부딪힘,안전장치 고장,M(3),M(3),"시공 순서도 작성 및 이에 따른 신호수 배치, 및 안전조치 제시",
산업환경설비,환경시설,하수처리시설,산업설비,산업설비공사,가시설,흙막이가시설,외벽,3,흙막이가시설,옆,굴착작업,붕괴,깔림,간이 흙막이 설치 시기 미준수,M(3),M(3),단계별 흙막이 시공 순서도 작성 및 이에 따른 안전수칙 제시,
